page_url,image_url,author,title,annotation
https://www.biblio-globus.ru//product/10997497,https://static1.bgshop.ru/imagehandler.ashx?filename=10997497.jpg&width=400, Булгаков М.А.,Мертвые души,"Издательство «Престиж Бук» продолжает выпуск Собрания сочинений великого русского писателя М.А. Булгакова в восьми томах.
В этот том собрания сочинений вошли пьесы, инсценировки, киносценарии и либретто, созданные великим мастером. Издание снабжено комментариями.ХарактеристикиМесто издания:МоскваСерия:Собрание сочинений Михаила БулгаковаВысота, см.:21Ширина, см:13Толщина, см:4Вес в граммах:809Возрастная категория:12+"
https://www.biblio-globus.ru//product/11002739,https://static1.bgshop.ru/imagehandler.ashx?filename=11002739.jpg&width=400, Стивенсон Р.,Странная история доктора Джекила и мистера Хайда,"О том, что есть природа человека и насколько сильны человеческие пороки, Стивенсон размышляет на страницах этой готической повести о докторе Джекиле и мистере Хайде.
Британский ученый изобрел эликсир, благодаря которому мог вызывать из глубин подсознания свое темное «я». Доктор Джекил проводил эксперимент исключительно на себе, превращаясь по ночам в жестокого убийцу мистера Хайда, пока сам не стал его жертвой. Или все-таки не стал и смог победить воплощенное зло? 
В сборник также вошли рассказы о настоящем викторианском денди принце Флоризеле и его верном друге полковнике Джеральдине, которые защищают невинных и несправедливо обиженных, расследуя особо запутанные преступления и странные события.ХарактеристикиМесто издания:МоскваСерия:NoSugar. КЛАССИКАВысота, см.:21Ширина, см:13,8Толщина, см:3,1Вес в граммах:310Возрастная категория:16+"
https://www.biblio-globus.ru//product/11002854,https://static1.bgshop.ru/imagehandler.ashx?filename=11002854.jpg&width=400, Приставкин А.,Ночевала тучка золотая. Солдат и мальчик,"Имя Анатолия Приставкина знакомо читателям прежде всего благодаря его пронзительным книгам о войне и военном детстве. О жизни беспризорников, которых война бросала по разным частям огромной страны, автор знал не понаслышке, он сам был одним из «детей войны». Их судьба стала главной темой его творчества. В повести «Ночевала тучка золотая», самом известном произведении Анатолия Приставкина, рассказана история двух мальчишек, братьев-близнецов Кольки и Сашки, которые в 1944 году оказались на Северном Кавказе, куда после депортации чеченцев направляли московских детдомовцев для заселения опустевших территорий. Повесть была опубликована в 1987 году и принесла автору всемирную славу. Ее перевели более чем на 30 языков, а Анатолий Приставкин был удостоен Государственной премии. В настоящее издание вошли наиболее известные произведения автора, включая повести «Ночевала тучка золотая», «Солдат и мальчик», «Кукушата» и др.ХарактеристикиМесто издания:Санкт-ПетербургСерия:Русская литература. Большие книгиВысота, см.:22Ширина, см:15Толщина, см:4Вес в граммах:901"
https://www.biblio-globus.ru//product/11002715,https://static1.bgshop.ru/imagehandler.ashx?filename=11002715.jpg&width=400, Гашек Я.,Похождения бравого солдата Швейка,"«Похождения бравого солдата Швейка» — это, пожалуй, одна из оригинальнейших книг за всю историю прозы ХХ в. Книга, которую в равной степени можно воспринимать как одну большую, полную абсолютно неподражаемого народного лукавства «солдатскую байку» — или как классическое произведение литературы ушедшего столетия. Смешно? Смешно гомерически! Но очень часто сквозь заводной и разудалый юмор «гарнизонного анекдота» проглядывает истинная суть «Солдата Швейка» — отчаянный и мощный призыв «сложить оружие и задуматься»…ХарактеристикиМесто издания:МоскваСерия:Лучшая мировая классикаВысота, см.:20,7Ширина, см:13,4Толщина, см:3,3Вес в граммах:493Возрастная категория:16+"
https://www.biblio-globus.ru//product/11002659,https://static1.bgshop.ru/imagehandler.ashx?filename=11002659.jpg&width=400, Мопассан Г.Д.,Жизнь,"Роман, после выхода которого Тургенев назвал Мопассана «бесспорно, самым талантливым из всех современных французских писателей».
День за днем, год за годом, разворачивается перед нами жизнь красавицы Жанны, дочери барона, – любовь, счастье первых лет замужества, боль от неверности мужа, материнство, вдовство, старость… 
Эта гениальная в своей простоте книга завораживает читателя глубиной проникновения в женскую душу, яркостью реалистичного, бесстрастного, а порой беспощадного авторского взгляда на извечное «бремя страстей человеческих».ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классика (Лучшее)Высота, см.:18,8Ширина, см:12,3Толщина, см:2Вес в граммах:345Возрастная категория:16+"
https://www.biblio-globus.ru//product/11002614,https://static1.bgshop.ru/imagehandler.ashx?filename=11002614.jpg&width=400, Бронте Э.,Агнес Грей,"Агнес Грей – девушка независимая, сдержанная и серьезная.  Более того – она прирожденный педагог, который искренне желает чему-то научить своих питомцев и нисколько не страшится ради этого вступить в конфликт со снобами-работодателями, неизменно принимающими сторону своих избалованных чад.
Однако чего Агнес не могла даже вообразить, так это того, что однажды ее ученица, совсем юная красавица Розали Мэррей, бездумно и безжалостно учащаяся использовать на мужчинах свои недюжинные чары, станет весьма коварной соперницей собственной учительницы в борьбе за любовь обаятельного молодого священника Уэстона.ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классика (Лучшее)Высота, см.:18,6Ширина, см:12Толщина, см:1,775Вес в граммах:290Возрастная категория:12+"
https://www.biblio-globus.ru//product/11002011,https://static1.bgshop.ru/imagehandler.ashx?filename=11002011.jpg&width=400, И.С. Тургенев,Призраки. Вечные истории. Young Adult,"В 1860-1880-е годы Тургенев пишет ряд повестей, которые войдут в историю литературы как «таинственные». Импульсами к их созданию нередко становились сны писателя и реальные события, вызвавшие большой резонанс в обществе. 
В этих повестях Тургенев исследует самые темные уголки человеческой души, сталкивая своих героев с мистическими и сверхъестественными явлениями, будь то призрак, вампир или даже то, чему трудно найти наименование.
Для кого эта книга
Для широкого круга читателей. 
Для поклонников классической литературы.
Для читателей, которые хотят иметь в своей библиотеке классические книги с красивыми обложками и качественной бумагой.ХарактеристикиМесто издания:МоскваСерия:Вечные истории. Young AdultВысота, см.:21Ширина, см:13Толщина, см:1Вес в граммах:500Возрастная категория:16+"
https://www.biblio-globus.ru//product/11001905,https://static1.bgshop.ru/imagehandler.ashx?filename=11001905.jpg&width=400, Дюма А.,Три мушкетера (ил. М. Лелуара),"Молодой и небогатый дворянин д’Артаньян отправляется в Париж, чтобы поступить на королевскую службу и стать мушкетёром. И сразу оказывается втянут в дворцовые интриги между кардиналом Ришелье и королевой Анной Австрийской. Вместе с новыми друзьями Атосом, Партосом и Арамисом мушкетёру предстоит столкнуться со множеством опасных ловушек, расставленных кардиналом и его многочисленными шпионами, а также узнать цену любви и предательству.ХарактеристикиМесто издания:МоскваСерия:Книга в подарокВысота, см.:21,8Ширина, см:14,8Толщина, см:2,2Вес в граммах:1 324Возрастная категория:12+"
https://www.biblio-globus.ru//product/11001896,https://static1.bgshop.ru/imagehandler.ashx?filename=11001896.jpg&width=400, Булгаков М.А.,Белая гвардия,"«Белая гвардия» – захватывающая семейная сага Михаила Булгакова, в которой автор частично изобразил историю собственной семьи, роман о социальной катастрофе, об исчезновении целого уклада жизни, которого больше никогда не будет. Любовь и предательство на фоне гражданской войны, вера и отчаяние, страх и безудержная отвага – все это Булгаков передал простыми и понятными сердцу каждого словами. Этот роман – «Война и мир» начала ХХ века, равный по замыслу шедевру Льва Толстого, пронзительный и лиричный.ХарактеристикиМесто издания:МоскваСерия:Магистраль. Главный трендВысота, см.:20,1Ширина, см:12,8Толщина, см:2,067Вес в граммах:393Возрастная категория:16+"
https://www.biblio-globus.ru//product/11002389,https://static1.bgshop.ru/imagehandler.ashx?filename=11002389.jpg&width=400, Фицджеральд Ф.С.,Великий Гэтсби,"Фрэнсис Скотт Фицджеральд принадлежит к числу самых крупных в ХХ веке прозаиков США. Он был не просто писателем, но живой легендой и кумиром американской молодежи. Эрнест Хемингуэй писал: «Его талант был таким естественным, как узор из пыльцы на крыльях бабочки».  «Великий Гэтсби» — лучшая книга Фицджеральда и один из самых популярных американских романов всех времен. В этой бессмертной истории любви, ревности, богатства и крушения автору удалось добиться удивительной гармонии в изображении притягательности мечты и неминуемого ее краха.ХарактеристикиМесто издания:Санкт-ПетербургСерия:Настроение читатьВысота, см.:19Ширина, см:12Толщина, см:2,2Вес в граммах:279Возрастная категория:16+"
https://www.biblio-globus.ru//product/11001750,https://static1.bgshop.ru/imagehandler.ashx?filename=11001750.jpg&width=400, Булгаков М.,Мастер и Маргарита,"«Мастер и Маргарита» – один из самых таинственных романов ХХ века,  в котором переплелись добро и зло, сила творчества и любовь. В этой книге вы найдете не только полный текст произведения,  но и вступительную статью, комментарии аспиранта Литературного института имени А. М. Горького,  которые помогут вам подготовиться к экзаменам.ХарактеристикиДополнительные сведения:Худож. ВалеулинМесто издания:МоскваСерия:Вечная классика в стиле мангиВысота, см.:22Ширина, см:15Толщина, см:2,5Вес в граммах:632Возрастная категория:12+"
https://www.biblio-globus.ru//product/11001387,https://static1.bgshop.ru/imagehandler.ashx?filename=11001387.jpg&width=400, Стендаль,Красное и черное,"Стендаль — настоящее имя Анри Бейль — один из самых известных французских писателей XIX века. Его перу принадлежат «Пармская обитель», «Люсьен Левель», «Ванина Ванини», а вершиной его творчества признан роман «Красное и чёрное». Сюжетом для книги послужил типичный случай из уголовной хроники, который под умелой рукой Стендаля превратился в образец психологического реализма. Жюльен Сорель — честолюбивый и способный молодой человек — познал и лёгкую влюбленность, и бурную страсть, но в итоге горько поплатился за свои прегрешения.ХарактеристикиМесто издания:МоскваСерия:Комильфо. Безмолвное чтениеВысота, см.:22,2Ширина, см:15,2Толщина, см:3,85Вес в граммах:905Возрастная категория:16+"
https://www.biblio-globus.ru//product/11001382,https://static1.bgshop.ru/imagehandler.ashx?filename=11001382.jpg&width=400, Тургенев И.С.,Записки охотника,"Главный герой знаменитого цикла рассказов Ивана Тургенева ""Записки охотника"" – молодой барин, путешествует по близлежащим деревням и делится историями о природе и жизни помещиков и крестьян.
Удивительно яркие и объемные характеры русских людей словно вырастают из родной природы, естественным образом продолжая российский ландшафт.
Критики и читатели высоко оценили мастерство Тургенева как художника слова и мастера тонкого психологизма.ХарактеристикиМесто издания:МоскваСерия:Яркие страницыВысота, см.:20,7Ширина, см:13,5Толщина, см:2,467Вес в граммах:381Возрастная категория:16+"
https://www.biblio-globus.ru//product/11001171,https://static1.bgshop.ru/imagehandler.ashx?filename=11001171.jpg&width=400, Распе Р.Э.,Приключения барона Мюнхгаузена (с иллюстрациями),"Самый правдивый человек на земле, барон Мюнхгаузен летал на ядре, вытаскивал себя за волосы из болота и поджигал порох искрами из глаз. Нигде этот храбрец и путешественник не теряет чувства юмора. Он ловко выпутывается из любых ситуаций и увлекает своими рассказами в сказочный мир, где на каждом шагу совершаются невероятные приключения.ХарактеристикиМесто издания:МоскваСерия:Магистраль. ДетиВысота, см.:20Ширина, см:12,5Толщина, см:1,114Вес в граммах:176Возрастная категория:12+"
https://www.biblio-globus.ru//product/11000926,https://static1.bgshop.ru/imagehandler.ashx?filename=11000926.jpg&width=400, Мамин-Сибиряк Д.Н.,Приваловские миллионы,"«Приваловские миллионы» — важнейший роман Дмитрия Мамина-Сибиряка: захватывающая история о борьбе за власть, утраченных иллюзиях и Урале XIX века. На пути молодого миллионера Сергея Привалова, наследника Шатровских заводов, встанут немало препятствий: интриги, преступления, жестокость. Золотоискатели, ссыльные, старообрядцы... Мощные, по-настоящему сибирские характеры и судьбы внимательно выписаны Маминым-Сибиряком: недаром Максим Горький отмечал, что самобытность «Приваловских миллионов» помогает «понять и полюбить русский народ, русский язык».ХарактеристикиМесто издания:МоскваСерия:Всемирная литератураВысота, см.:20,7Ширина, см:13Толщина, см:2,667Вес в граммах:412Возрастная категория:16+"
https://www.biblio-globus.ru//product/11000924,https://static1.bgshop.ru/imagehandler.ashx?filename=11000924.jpg&width=400, Стивенсон Р.,Остров сокровищ (с иллюстрациями),"Таинственная карта знаменитого пирата с указанием местоположения клада, зарытого на необитаемом острове, становится причиной тайного заговора, опасного плавания, столкновения с пиратами и других захватывающих событий.ХарактеристикиМесто издания:МоскваСерия:Магистраль. ДетиВысота, см.:20Ширина, см:12,5Толщина, см:1,875Вес в граммах:293Возрастная категория:12+"
https://www.biblio-globus.ru//product/10997229,https://static1.bgshop.ru/imagehandler.ashx?filename=10997229.jpg&width=400, Эдгар Аллан По,Лигейя. Вечные истории,"Даже спустя 175 лет после смерти Эдгар Аллан По входит в число самых популярных и влиятельных американских писателей. В этом сборнике вас ждут самые мрачные и мистические рассказы гения макабра, будоражащие воображение.
Сердца, еще долго бьющиеся после смерти их владельцев, любовь, простирающаяся за пределы склепа, таинственные особняки, полные темных тайн... В сборнике собраны произведения, которые стали основой современной литературы ужасов, в полюбившихся читателям переводах и изящном оформлении Selcha Uni.
Для кого эта книга
Для поклонников классической литературы
Для тех, кто хочет иметь у себя в библиотеке красивое издание в качественном оформленииХарактеристикиМесто издания:МоскваСерия:Вечные историиВысота, см.:20Ширина, см:12,5Толщина, см:1Вес в граммах:500Возрастная категория:16+"
https://www.biblio-globus.ru//product/10997226,https://static1.bgshop.ru/imagehandler.ashx?filename=10997226.jpg&width=400, А.С. Пушкин,Дубровский. Вечные истории. Young Adult,"Пустячная ссора с соседом и нечестный суд лишают Андрея Дубровского имения — и рассудка. Теперь его сын хочет сотворить суд собственный — справедливый. Но судьба сводит его с дочерью врага… Окажется ли любовь сильнее жажды мести?

Роман, вдохновленный реальными событиями, остался незавершенным и увидел свет лишь спустя пять лет после трагической гибели Пушкина. Но это не помешало ему стать одним из самых известных произведений классика и обрести читательскую любовь и признание.

В сборник также входят «Египетские ночи» и «Роман в письмах».ХарактеристикиМесто издания:МоскваСерия:Вечные истории. Young AdultВысота, см.:20,7Ширина, см:13Толщина, см:1,71Вес в граммах:322Возрастная категория:16+"
https://www.biblio-globus.ru//product/10997130,https://static1.bgshop.ru/imagehandler.ashx?filename=10997130.jpg&width=400, Белый А.,Петербург,"Андрей Белый (Борис Николаевич Бугаев) (1880 - 1934) - одна из ключевых фигур Серебряного века, писатель-символист, мистик и экспериментатор. 
Петербург в одноименном романе – мучительный и завораживающий, город-сон, город-галлюцинация, он же является и главным героем произведения. На фоне величественной архитектуры сталкиваются людские судьбы. Революционеру Николаю Аполлоновичу Аблеухову поручено страшное дело — убить своего отца-сенатора.
По замыслу автора — это заключительный аккорд мифа о Петербурге, творимого на протяжении целого столетия гениями русской культуры: Пушкиным, Гоголем, Достоевским, Мережковским. Город на Неве описан Белым как символ того шаткого состояния, в каком оказалась Россия в начале XX столетия.
Изначально роман назывался «Лакированная карета», название «Петербург» автору подсказал Вячеслав Иванов.
Текст написан ритмической прозой, в которой угадываются поэтические тропы.
Набоков называл роман третьим шедевром мировой литературы XX века — после «Улисса» Джойса и «Превращения» Кафки.
В данном издании публикуется полная неотредактированная версия романа.ХарактеристикиМесто издания:МоскваСерия:Магистраль. Главный трендВысота, см.:19,9Ширина, см:12,5Толщина, см:3,1Вес в граммах:575Возрастная категория:16+"
https://www.biblio-globus.ru//product/10996342,https://static1.bgshop.ru/imagehandler.ashx?filename=10996342.jpg&width=400, Эдгар Аллан По,Лигейя. Вечные истории. Young Adult,"Даже спустя 175 лет после смерти Эдгар Аллан По входит в число самых популярных и влиятельных американских писателей. В этом сборнике вас ждут самые мрачные и мистические рассказы гения макабра, будоражащие воображение.
Сердца, еще долго бьющиеся после смерти их владельцев, любовь, простирающаяся за пределы склепа, таинственные особняки, полные темных тайн... Вас ждут произведения, которые стали основой современной литературы ужасов. В полюбившихся читателям переводах Константина Бальмонта, Норы Галь, Ирины Гуровой, Абеля Старцева, Виктора Хинкиса, Михаила Энгельгардта. 
Для кого эта книга
Для поклонников классической литературы
Для тех, кто хочет иметь у себя в библиотеке красивое издание в качественном оформленииХарактеристикиМесто издания:МоскваСерия:Вечные истории. Young AdultВысота, см.:20Ширина, см:12,5Толщина, см:1Вес в граммах:500Возрастная категория:16+"
https://www.biblio-globus.ru//product/11000881,https://static1.bgshop.ru/imagehandler.ashx?filename=11000881.jpg&width=400, Льюис К.,Темная башня,"В сборник вошли малоизвестные фантастические произведения классика британской литературы. 
	«Путь к планетам лежит через прошлое; и если предстоят еще космические путешествия, это будут также и путешествия во времени!» – говорит Элвин Рэнсом в его романе «За пределами безмолвной планеты». Знаменитый автор «Властелина колец» Джон Р.Р. Толкин, один из ближайших друзей Льюиса, вспоминал, что писателя на протяжении многих лет занимали вопросы пространства и времени, посмертной жизни, перевоплощения и внедрения в чужое сознание, и в своих фантазиях он попытался представить, как эти идеи могли бы воплотиться в нашей реальной обыденной жизни.ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классикаВысота, см.:18Ширина, см:11,6Толщина, см:1,814Вес в граммах:189Возрастная категория:16+"
https://www.biblio-globus.ru//product/11000449,https://static1.bgshop.ru/imagehandler.ashx?filename=11000449.jpg&width=400, Борис Пастернак,Доктор Живаго (с иллюстрациями Ивана Сергеева),"Пронзительная книга о судьбе «маленького человека» на сломе эпох, когда ветер исторических перемен сбивает с ног и устоять можно лишь благодаря непреложным ценностям: любви, дружбе, доброте и милосердию. 

Продолжающий традиции великого русского романа «Доктор Живаго» впервые был опубликован в 1957 году в Италии и принес Борису Пастернаку мировую известность и Нобелевскую премию по литературе — и одновременно с этим клеймо «предателя» на родине, надолго сделав его тексты недоступными для отечественного читателя. 

Издание дополнено иллюстрациями Ивана Сергеева — художника, иллюстратора, автора комиксов. Его работы вошли в шорт-лист конкурса NAMI Concours — 2020 (Южная Корея) и были отмечены в финальном списке Болонской детской книжной ярмарки в 2023 году (Италия).

Для кого эта книга:
Для широкого круга читателей. 
Для поклонников классической литературы.
Для тех, кто хочет пополнить библиотеку красивым изданием в качественном оформлении.ХарактеристикиМесто издания:МоскваСерия:Вечные истории. Иллюстрированная классикаВысота, см.:21Ширина, см:14Толщина, см:1Вес в граммах:500Возрастная категория:16+"
https://www.biblio-globus.ru//product/11000297,https://static1.bgshop.ru/imagehandler.ashx?filename=11000297.jpg&width=400, Кортасар Х.,Книга Мануэля,"Последний роман великого Кортасара. Самое яростное и темпераментное его произведение, в котором он обращается к событиям недавнего прошлого, преломляя их сквозь призму характерного для него приема – «книга в книге». Литературный вымысел автора переплетается с реальными событиями двух параллельных миров в Париже и Аргентине, создавая единое общечеловеческое пространство, в котором идет непрерывная борьба за справедливость и счастье. Борьба не только за абстрактные идеалы, но и за счастье маленького мальчика, для которого герои романа создают горестную хронику своего поколения – Книгу Мануэля.ХарактеристикиМесто издания:МоскваСерия:Библиотека классикиВысота, см.:20,7Ширина, см:13,6Толщина, см:2,95Вес в граммах:488Возрастная категория:18+"
https://www.biblio-globus.ru//product/11000040,https://static1.bgshop.ru/imagehandler.ashx?filename=11000040.jpg&width=400, Булгаков М.А.,Мастер и Маргарита (крупный шрифт),"Великий и вечный роман писателя претерпел многочисленные запреты к изданию и гонения, не хуже чем судьба романа о Понтии Пилате самого Мастера. Впервые был издан в 1966 году с купюрами в журнальном варианте, а полный текст романа был опубликован только в 80-е годы ХХ века. До официальной публикации распространялся в перепечатанных вручную копиях и сразу приобрел невероятную популярность и любовь читателя. Феерическая сатира на быт и нравы Москвы 30-х годов, одновременно пронзительная история любви Мастера и Маргариты и вечная библейская тема борьбы добра со злом, роман о Понтии Пилате внутри романа - таковы далеко не все пласты этого гениального произведения Михаила Булгакова.ХарактеристикиМесто издания:МоскваСерия:Всемирная литератураВысота, см.:20,7Ширина, см:13,2Толщина, см:2,25Вес в граммах:350Возрастная категория:16+"
https://www.biblio-globus.ru//product/11000036,https://static1.bgshop.ru/imagehandler.ashx?filename=11000036.jpg&width=400, Гомер,Илиада,"Гомер заложил начала мировой литературы, все многообразие ее жанров. Его ""Илиада"" и ""Одиссея"" - не только памятники античной культуры, но и богатейший источник сведений о мире и человеческой натуре. ""Илиада"" повествует об одном из поворотных моментов историиДревней Греции, десятилетней осаде Трои, войне, начатой во имя любви. Здесь тесно переплелись предания о богах и героях, мифы и подлинные события.
Текст всемирно известной поэмы, стоящей у истоков европейской литературной традиции, дан в знаменитом переводе Н.И.Гнедича, сумевшего передать ""простоту, силу и важное спокойствие"" языка Гомера.ХарактеристикиМесто издания:МоскваСерия:Яркие страницыВысота, см.:20,8Ширина, см:13,6Толщина, см:2,583Вес в граммах:475Возрастная категория:12+"
https://www.biblio-globus.ru//product/10998259,https://static1.bgshop.ru/imagehandler.ashx?filename=10998259.jpg&width=400, Оруэлл Д.,Глотнуть воздуха,"Один из маленьких шедевров писателя, роман, совсем не похожий на ""1984"" и ""Скотный двор"", который познакомит вас с иным Оруэллом – мастером психологического реализма.

Эта книга пронизана духом Англии в период затишья между двумя мировыми войнами – затишья обманчивого, предгрозового, насквозь пропитанного предчувствием грядущей беды. Книга, в которой присущий Оруэллу сарказм соседствует с неподдельным лиризмом и реалистической глубиной образов.

Осознание того, что вся предыдущая жизнь – одна сплошная ошибка, однажды заставит Джорджа Боулинга – главного героя романа – вернуться в город детства, чтобы вновь испытать давно забытые чувства счастья и свободы и отдаться единственному оставшемуся в его жизни увлечению – рыбалке...ХарактеристикиМесто издания:МоскваСерия:Эксклюзивная классика (Лучшее)Высота, см.:18,7Ширина, см:12,1Толщина, см:1,763Вес в граммах:298Возрастная категория:16+"
https://www.biblio-globus.ru//product/10999742,https://static1.bgshop.ru/imagehandler.ashx?filename=10999742.jpg&width=400, Обручев В.А.,Земля Санникова,"Правда или миф? Чтобы убедиться в существовании маленького острова посреди Северного Ледовитого океана, о котором слагали легенды северные народы, трое молодых ученых отправляются в долгую и тяжелую экспедицию. Пережив пургу и сорокаградусные морозы, путешественники доходят до заветной земли, покрытой лесами и лугами среди высоких гор. Они лицом к лицу сталкиваются с «живыми окаменелостями»  — мамонтами, гигантскими оленями, пещерными медведями, длинношерстными носорогами и даже... с первобытными племенами.
Смогут ли ученые доказать реальность Земли Санникова, или она так и останется «островом-призраком»?..ХарактеристикиМесто издания:МоскваСерия:Всемирная литератураВысота, см.:20,8Ширина, см:13,8Толщина, см:2,286Вес в граммах:270Возрастная категория:16+"
https://www.biblio-globus.ru//product/10999738,https://static1.bgshop.ru/imagehandler.ashx?filename=10999738.jpg&width=400, Конрад Дж.,Сердце тьмы,"Произведениями Джозефа Конрада (1857–1924) зачитывалась не только широкая публика, но и будущие собратья по перу: несколько поколений литераторов от Джека Лондона и Эрнеста Хемингуэя до Уильяма Фолкнера и Грэма Грина учились у него искусству композиции, лапидарности описаний, выразительной музыке фраз. Джозеф Конрад был выходцем из польской семьи. Нанявшись матросом на английское торговое судно, он побывал на всех континентах, получил звание капитана и британское подданство. Он свободно владел польским и французским языками, но писать стал на английском, и очень быстро на этом поприще преуспел. В настоящее издание вошли лучшие повести Конрада: «Сердце тьмы», «Тайфун», «Фрейя Семи Островов».ХарактеристикиДополнительные сведения:Пер. КривцоваМесто издания:Санкт-ПетербургСерия:Мировая классикаВысота, см.:21Ширина, см:13Толщина, см:2,5Вес в граммах:308Возрастная категория:16+"
https://www.biblio-globus.ru//product/10998740,https://static1.bgshop.ru/imagehandler.ashx?filename=10998740.jpg&width=400, Уильям Шекспир,Ромео и Джульетта (с иллюстрациями Джо Котляр),"Самые известные в мире влюбленные, имена которых стали нарицательными. Они примирили два враждующих веронских рода, но какой ценой…
Трагедия Уильяма Шекспира «Ромео и Джульетта» написана в XVI веке, а сюжет и вовсе берет начало в античной поэме «Метаморфозы» Овидия. Но многочисленные переиздания, театральные постановки и экранизации не дают усомниться: прекрасная и печальная история любви до сих пор волнует и впечатляет читателей и зрителей.
Издание в полюбившемся читателям переводе Татьяны Щепкиной-Куперник. С цветными иллюстрациями Джо Котляр.
Для кого эта книга
Для широкого круга читателей.
Для поклонников классической литературы.
Для тех, кто хочет иметь в своей библиотеке красивое иллюстрированное издание в качественном оформлении.ХарактеристикиМесто издания:МоскваСерия:Вечные истории. Иллюстрированная классика Young AdultВысота, см.:21,9Ширина, см:14,8Толщина, см:2,18Вес в граммах:510Возрастная категория:16+"
